name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through,candidate_inactive,inactive_election_years
"PEPPE, JAMES",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-16 21:09:24,2019-02-07,2019-02-07,2019-02-07,P00009951,2020,f,
"AVINA, CANDACE MARIE BATES",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-14,2019-02-15,2019-02-15,P00010090,2020,f,
"BARNA, TYLER",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-19,2019-02-19,2019-02-19,P00010207,2020,f,
"FULMER JR, LARRY VAUGHN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-21,2019-02-21,2019-02-21,P00010264,2020,f,
"MELGAREJO, HERNAN DR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-28,2019-02-28,2019-02-28,P00010421,2020,f,
"SCOTT, JORDAN MARC",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-28,2019-02-28,2019-02-28,P00010439,2020,f,
"INSLEE, JAY R",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-16 21:09:24,2019-03-01,2019-03-01,2019-03-01,P00010454,2020,f,
"CURINGTON, DAVID EARL",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-01,2019-03-01,2019-03-01,P00010470,2020,f,
"PILLSBURY, COLIN SIR",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-04,2019-04-03,2019-03-04,P00010611,2020,f,
"PETRO, IAN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-05,2019-03-05,2019-03-05,P00010629,2020,f,
"MCCRAY, VALERIE LIN DR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-11-07 21:13:56,2019-03-05,2019-11-07,2019-11-07,P00010660,2020,f,
"ARDINI, ROBERT",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-05,2019-03-05,2019-03-05,P00010678,2020,f,
"BEARDSLEY, TERRY ROGER MR II",P,President,IDP,INDEPENDENCE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-07,2019-03-07,2019-03-07,P00010694,2020,f,
"KINCHEN, KEVIN ANDREW",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-07,2019-03-07,2019-03-07,P00010702,2020,f,
"ZIK, MAAYAN Z",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-08,2019-03-08,2019-03-08,P00010710,2020,f,
"CARRINGTON, HAROLD MARVIN MR JR",P,President,CIT,CITIZENS' PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-10,2019-04-03,2019-03-10,P00010751,2020,f,
"BROUGH, PAUL MATTHEW KING",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-13,2019-03-13,2019-03-13,P00010785,2020,f,
"O'ROURKE, ROBERT BETO",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-16 21:09:24,2019-03-14,2019-03-14,2019-03-14,P00010793,2020,f,
"SCHEIDLER, LEO WILLIAM",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-17,2019-03-17,2019-03-17,P00010850,2020,f,
"DUDZIAK, MARTIN JOSEPH DR. PHD",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-19,2019-03-19,2019-03-19,P00010884,2020,f,
"LIFFORD, WILLIAM A",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-22,2019-03-22,2019-03-22,P00010934,2020,f,
"MACIAS, LUIS MR. JR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-22,2019-03-22,2019-03-22,P00010959,2020,f,
"ALIQUO, FRANZ MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-22,2019-03-22,2019-03-22,P00010975,2020,f,
"BRADSHAW, MATTHEW EMBRY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-26 21:06:53,2019-03-25,2019-03-25,2019-03-25,P00010991,2020,f,
"SANDERS, JARMAL JABBAR REV.",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-27,2019-03-27,2019-03-27,P00011064,2020,f,
"CHANDLER, CHRISTINE WESTON",P,President,UST,U.S. TAXPAYERS PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-28,2019-03-28,2019-03-28,P00011114,2020,f,
"PRAVDA, COLE ALAN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-29,2019-03-29,2019-03-29,P00011130,2020,f,
"GOOD, DUSTIN L",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-30,2019-03-30,2019-03-30,P00011171,2020,f,
"COLA, BEPIS",P,President,NAP,PROHIBITION PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-30,2019-03-30,2019-03-30,P00011197,2020,f,
"WELD, WILLIAM FLOYD (BILL)",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-25 21:14:37,2019-04-01,2019-04-01,2019-04-01,P00011239,2020,f,
"MARGOLIS, BARUCH",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-03 21:09:36,2019-04-11,2019-05-10,2019-05-10,P00011361,2020,f,
"EHRENREICH, RYAN STEPHEN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-12,2019-04-12,2019-04-12,P00011395,2020,f,
"SMITH, ANTONIO T. JR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-25 21:14:37,2019-04-15,2019-04-15,2019-04-15,P00011445,2020,f,
"OLIVER, MALCOLM KHALID",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-13,2019-04-13,2019-04-13,P00011452,2020,f,
"GAMMON, CONNIE",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-23,2019-04-23,2019-04-23,P00011577,2020,f,
"DOUG, JENKINS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-24,2019-06-06,2019-06-06,P00011635,2020,f,
"BOYLE, THOMAS JOSEPH MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-27,2019-04-27,2019-04-27,P00011676,2020,f,
"PAUL, ADAM NICHOLAS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-02 21:23:19,2019-05-01,2020-05-01,2020-05-01,P00011767,2020,f,
"UVALLE, EDUARDO",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-01,2019-05-13,2019-05-13,P00011858,2020,f,
"MOULTON, SETH",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},P,C,Challenger,2019-08-27 21:08:34,2019-05-07,2019-05-07,2019-05-07,P00011866,2020,f,
"FEEGBEH, WILLIAM",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-01 21:05:11,2019-05-08,2019-07-01,2019-07-01,P00011882,2020,f,
"LEYVA, BENJAMIN JIMMY",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-08,2019-05-08,2019-05-08,P00011916,2020,f,
"RIVES, JAMES",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-09,2019-05-09,2019-05-09,P00011940,2020,f,
"MOORE, JAMIE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-14,2019-05-14,2019-05-14,P00012021,2020,f,
"ARMSTRONG, KENNETH REED",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-25 21:14:37,2019-05-20,2019-05-20,2019-05-20,P00012104,2020,f,
"NEWNAN, BRIAN DEAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-23,2019-05-23,2019-05-23,P00012146,2020,f,
"SMITH, DWIGHT STANFORD",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-29,2019-05-29,2019-05-29,P00012187,2020,f,
"SUMMERS, LUKE AUSTIN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-06-06,2019-06-06,2019-06-06,P00012260,2020,f,
"SCHULTZ, FREDERIC",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-14 21:08:39,2019-06-10,2019-06-10,2019-06-10,P00012310,2020,f,
"MALDONADO, MICHAEL A MR",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-14 21:08:39,2019-06-11,2019-06-11,2019-06-11,P00012328,2020,f,
"DECLEMENTS, DANIEL",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-14,2019-06-14,2019-06-14,P00012369,2020,f,
"MCINNIS, CHARLETA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-29 21:19:43,2019-06-18,2019-06-18,2019-06-18,P00012427,2020,f,
"MOSELEY, WILLIAM JON MR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-21,2019-07-07,2019-06-21,P00012443,2020,f,
"BUENROSTRO ORTIZ, JUAN MANUEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-16 21:17:30,2019-06-25,2019-07-16,2019-07-16,P00012476,2020,f,
"STENGEL, MARC LESLIE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-26,2019-06-26,2019-06-26,P00012500,2020,f,
"GARVEY, JOSEPH H. MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-27,2019-07-07,2019-06-27,P00012526,2020,f,
"DEVAUGHN, CAD",P,President,IAP,INDEPENDENT AMERICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-28,2019-07-07,2019-06-28,P00012542,2020,f,
"INGRAM, SONIA SUSANNE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-07-01,2019-07-01,2019-07-01,P00012583,2020,f,
"KNOLL, DAVID",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-02,2019-07-22,2019-07-02,P00012591,2020,f,
"STEYER, TOM",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-29 21:19:43,2019-07-09,2019-07-09,2019-07-09,P00012716,2020,f,
"ZAJAC, ALEC",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-17,2019-07-17,2019-07-17,P00012831,2020,f,
"CROSS, SHAWN VINCENT",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-19,2019-09-06,2019-07-19,P00012864,2020,f,
"STEPHENS, BRAD COLLINS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-24,2019-07-24,2019-07-24,P00012906,2020,f,
"KOOB, TREVOR WALTON",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-24,2019-07-24,2019-07-24,P00012914,2020,f,
"VAN HOUTEN, ARTHUR LINWOOD MR. III",P,President,CON,CONSTITUTION PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-26,2019-07-26,2019-07-26,P00012930,2020,f,
"LEN, VLAD ILLY CHAIRMAN",P,President,DFL,DEMOCRATIC-FARMER-LABOR,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-31,2019-07-31,2019-07-31,P00012971,2020,f,
"HAAS, ADAM ETHAN MR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-02,2019-08-02,2019-08-02,P00013003,2020,f,
"ODOM, WANDA MS.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-16,2019-08-16,2019-08-16,P00013151,2020,f,
"LAMBERT, DENNIS",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-19,2019-08-19,2019-08-19,P00013185,2020,f,
"LAU, JOANNA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-26 21:08:56,2019-08-24,2019-08-24,2019-08-24,P00013268,2020,f,
"MCHUGH, JOE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2019-08-28,2020-04-23,2020-04-23,P00013326,2020,f,
"SMITH, GARY LEE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-08-31,2019-08-31,2019-08-31,P00013359,2020,f,
"SAMMI, SAAR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-04,2019-09-04,2019-09-04,P00013391,2020,f,
"SYKES, MARCUS ERRELLIUS",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-04-07 21:10:36,2019-09-05,2020-04-07,2020-04-07,P00013417,2020,f,
"GRUNDMANN, DON J",P,President,CON,CONSTITUTION PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-08-30,2019-08-30,2019-08-30,P00013425,2020,f,
"WARREN, LUKE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-10,2019-09-10,2019-09-10,P00013516,2020,f,
"WILLIAMS, GUS MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-11,2019-09-11,2019-09-11,P00013532,2020,f,
"SHAW MCLLELLON, JIMMY L",P,President,ACE,ACE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-13,2019-09-20,2019-09-13,P00013565,2020,f,
"LYONS SR, STEPHEN PATRICK",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-13,2019-09-13,2019-09-13,P00013573,2020,f,
"GUNTER, JOHN CLYDE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-01 21:13:53,2019-09-20,2019-09-20,2019-09-20,P00013664,2020,f,
"HAMRICK, JOSEPH E JR",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-01 21:13:53,2019-09-22,2020-03-23,2019-09-24,P00013680,2020,f,
"SHADLE, GREGGORY SR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-04-07 21:10:36,2019-09-24,2020-04-07,2020-04-07,P00013722,2020,f,
"HARVEY, JAMES ARTHUR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-01,2019-10-01,2019-10-01,P00013755,2020,f,
"HOLLAND, JAMES L JR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-07,2019-10-07,2019-10-07,P00013813,2020,f,
"CARTER, VICTOR J",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-08,2019-10-08,2019-10-08,P00013854,2020,f,
"NASCIMBENE, LUCA",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-09,2019-10-09,2019-10-09,P00013862,2020,f,
"HOWARD, ADRIENNE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-10,2019-10-10,2019-10-10,P00013904,2020,f,
"ZION, JOHANNON BEN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-20,2019-10-20,2019-10-20,P00013987,2020,f,
"HORNBERGER, JACOB GEORGE MR.",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-04 21:27:31,2019-10-29,2019-10-29,2019-10-29,P00014175,2020,f,
"CHRISTMANN, DANIEL JOHN",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-10-30,2019-10-30,2019-10-30,P00014191,2020,f,
"BLANKENSHIP, DON",P,President,CON,CONSTITUTION PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-04 21:27:31,2019-10-31,2019-10-31,2019-10-31,P00014209,2020,f,
"OSBORNE, FREDERICK WHITE MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-10,2019-11-10,2019-11-10,P00014324,2020,f,
"PATTERSON, KEN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-12,2020-03-09,2019-11-12,P00014332,2020,f,
"STAUFFER, HOWARD RICHARD",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-14,2019-12-02,2019-11-14,P00014431,2020,f,
"SMITH, LAWRENCE",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-14,2019-11-14,2019-11-14,P00014449,2020,f,
"ALCORN, ETHAN WELD",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-18,2019-11-18,2019-11-18,P00014480,2020,f,
"JOSEPH, ROBERT",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-01,2019-12-01,2019-12-01,P00014647,2020,f,
"WOOLSEY, HOLLY ANN MS",P,President,LBL,LIBERAL PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-03,2019-12-18,2019-12-03,P00014662,2020,f,
"DYER, ELIZABETH MARIE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-03,2019-12-16,2019-12-12,P00014712,2020,f,
"DONOHUE, ERIC HENRY MR",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-10,2019-12-10,2019-12-10,P00014787,2020,f,
"FLAME, JIMMY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-11,2019-12-11,2019-12-11,P00014829,2020,f,
"JEFFERSON, CEDRIC D",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-22,2019-12-22,2019-12-22,P00014894,2020,f,
"MEEHAN, SHANE MICHAEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-27,2019-12-27,2019-12-27,P00014936,2020,f,
"MADRID, NAPOLEON PICASSO VALENTINO",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-08,2020-01-08,2020-01-08,P00015073,2020,f,
"HILTON, AMIE NICOLE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-10,2020-01-10,2020-01-10,P00015107,2020,f,
"FAROOQ, MUHAMMAD UMAR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-14,2020-01-26,2020-01-14,P00015156,2020,f,
"MOUTOUX, BRIAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-14,2020-01-27,2020-01-14,P00015164,2020,f,
"BANCHIO, LACIE CARMEN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-17,2020-01-17,2020-01-17,P00015206,2020,f,
"TANNIRU, JOSEPH KISHORE",P,President,SEP,SOCIALIST EQUALITY PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-04-15 21:14:55,2020-01-21,2020-01-21,2020-01-21,P00015230,2020,f,
"SEGURA, STEVEN",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-22,2020-01-22,2020-01-22,P00015248,2020,f,
"MONDS, JOHN",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-27,2020-01-27,2020-01-27,P00015289,2020,f,
"MCAFEE, J D",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-29,2020-01-29,2020-01-29,P00015305,2020,f,
"GRAY, PHIL MR.",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-02-03,2020-02-03,2020-02-03,P00015354,2020,f,
"FOSTER, MICHAEL ANDREW DR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-02-04,2020-02-04,2020-02-04,P00015362,2020,f,
"DUGANDZIC, ANDREW",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-24 21:12:33,2020-02-11,2020-02-24,2020-02-24,P00015420,2020,f,
"ELLISON, BRIAN",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-14,2020-02-14,2020-02-14,P00015487,2020,f,
"CUEVAS, JOSE MANUEL",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-19,2020-02-19,2020-02-19,P00015495,2020,f,
"SIMMONS, JADE",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-21,2020-02-21,2020-02-21,P00015537,2020,f,
"TIEN, JOSHUA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-25,2020-02-25,2020-02-25,P00015594,2020,f,
"ROBOT, RALLY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-10 21:13:49,2020-03-01,2020-03-01,2020-03-01,P00015610,2020,f,
"KIMBROUGH, EDWARD WAYNE MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-10 21:13:49,2020-03-06,2020-03-06,2020-03-06,P00015677,2020,f,
"MCDOUGAL, RYAN",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-03-21,2020-03-21,2020-03-21,P00015735,2020,f,
"JACKSON, RYAN MR.",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-07,2020-04-13,2020-04-07,P00015818,2020,f,
"FRANKLIN, LUVITA RENEE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-13,2020-05-07,2020-04-13,P00015883,2020,f,
"MUTZBERG, JOHN 3RD",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-25,2020-04-25,2020-04-25,P00015958,2020,f,
"BROWNING, JUSTIN MICHAEL",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-30,2020-04-30,2020-04-30,P00015982,2020,f,
"STEPHENSON, NEIL KIERNAN",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-19 21:17:44,2020-05-06,2020-05-06,2020-05-06,P00016014,2020,f,
"FULLER, L.C. MR. JR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-19 21:17:44,2020-05-06,2020-05-06,2020-05-06,P00016022,2020,f,
"BRODERSEN, LUKE ALLEN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-19 21:17:44,2020-05-08,2020-05-08,2020-05-08,P00016071,2020,f,
